"Date","Price","Open","High","Low","Vol.","Change %"
"12/11/2013","97.44","98.65","98.75","97.20","274.19K","-1.09%"
"12/10/2013","98.51","97.25","98.74","97.24","264.84K","1.20%"
"12/09/2013","97.34","97.66","97.97","97.10","210.09K","-0.32%"
"12/06/2013","97.65","97.38","98.07","97.08","223.94K","0.28%"
"12/05/2013","97.38","97.33","97.99","97.01","216.39K","0.19%"
"12/04/2013","97.20","96.90","97.58","96.30","325.86K","1.21%"
"12/03/2013","96.04","93.86","96.96","93.67","319.27K","2.37%"
"12/02/2013","93.82","92.71","94.08","92.56","234.80K","1.19%"
"11/29/2013","92.72","92.33","93.90","92.06","143.21K","0.48%"
"11/28/2013","92.28","92.19","92.36","92.08","","-0.03%"
"11/27/2013","92.30","93.50","93.60","91.77","230.88K","-1.47%"
"11/26/2013","93.68","94.21","94.69","93.43","160.18K","-0.44%"
"11/25/2013","94.09","94.15","94.50","93.08","270.86K","-0.79%"
"11/22/2013","94.84","95.29","95.57","94.05","257.84K","-0.63%"
"11/21/2013","95.44","93.73","95.63","93.47","222.14K","2.26%"
"11/20/2013","93.33","93.33","93.93","92.73","27.44K","-0.01%"
"11/19/2013","93.34","93.00","93.46","92.43","131.46K","0.33%"
"11/18/2013","93.03","93.78","94.30","92.72","169.44K","-0.86%"
"11/15/2013","93.84","93.89","94.55","93.58","204.37K","0.09%"
"11/14/2013","93.76","93.50","94.43","92.51","315.07K","-0.13%"
"11/13/2013","93.88","93.07","94.54","92.93","305.01K","0.90%"
"11/12/2013","93.04","95.00","95.22","92.86","353.69K","-2.21%"
"11/11/2013","95.14","94.45","95.38","94.11","206.72K","0.57%"
"11/08/2013","94.60","94.36","94.92","93.90","241.69K","0.42%"
"11/07/2013","94.20","94.91","95.31","93.80","260.60K","-0.63%"
"11/06/2013","94.80","93.74","95.40","93.65","282.72K","1.53%"
"11/05/2013","93.37","94.47","94.90","93.07","226.45K","-1.32%"
"11/04/2013","94.62","94.52","95.11","94.06","219.11K","0.01%"
"11/01/2013","94.61","96.32","96.65","94.36","282.14K","-1.84%"
"10/31/2013","96.38","96.62","97.03","96.03","255.40K","-0.40%"
"10/30/2013","96.77","97.77","97.82","96.55","268.14K","-1.46%"
"10/29/2013","98.20","98.54","98.57","97.69","183.24K","-0.49%"
"10/28/2013","98.68","97.88","98.82","97.37","230.16K","0.85%"
"10/25/2013","97.85","97.19","98.06","96.99","192.63K","0.76%"
"10/24/2013","97.11","97.10","97.69","95.95","248.74K","0.26%"
"10/23/2013","96.86","98.12","98.29","96.16","356.19K","-0.96%"
"10/22/2013","97.80","99.06","99.77","97.50","30.73K","-1.43%"
"10/21/2013","99.22","100.63","100.95","98.98","90.82K","-1.58%"
"10/18/2013","100.81","100.72","101.71","100.51","116.68K","0.14%"
"10/17/2013","100.67","102.13","102.32","100.03","266.63K","-1.58%"
"10/16/2013","102.29","100.88","102.97","100.75","235.24K","1.07%"
"10/15/2013","101.21","102.19","102.46","100.87","240.22K","-1.17%"
"10/14/2013","102.41","101.37","102.62","101.06","170.67K","0.38%"
"10/11/2013","102.02","102.94","102.95","100.60","298.22K","-0.96%"
"10/10/2013","103.01","101.46","103.57","101.16","296.86K","1.38%"
"10/09/2013","101.61","103.49","103.75","101.18","283.13K","-1.82%"
"10/08/2013","103.49","103.16","104.08","102.85","194.20K","0.45%"
"10/07/2013","103.03","103.45","103.74","101.86","269.03K","-0.78%"
"10/04/2013","103.84","102.92","104.19","102.90","165.20K","0.51%"
"10/03/2013","103.31","103.82","104.38","102.87","226.23K","-0.76%"
"10/02/2013","104.10","101.62","104.23","101.43","300.53K","2.02%"
"10/01/2013","102.04","102.31","102.58","101.06","223.03K","-0.28%"
"09/30/2013","102.33","102.46","102.76","101.05","226.71K","-0.52%"
"09/27/2013","102.87","102.91","103.77","102.36","232.30K","-0.16%"
"09/26/2013","103.03","102.30","103.29","102.20","183.78K","0.36%"
"09/25/2013","102.66","103.41","103.96","102.20","236.20K","-0.46%"
"09/24/2013","103.13","103.44","103.64","102.30","259.54K","-0.44%"
"09/23/2013","103.59","104.89","105.12","103.12","223.39K","-1.04%"
"09/20/2013","104.68","106.37","106.46","104.32","39.27K","-1.61%"
"09/19/2013","106.39","108.22","108.99","106.08","139.84K","-1.55%"
"09/18/2013","108.07","105.53","108.49","105.32","199.89K","2.51%"
"09/17/2013","105.42","106.22","106.43","104.94","304.85K","-1.10%"
"09/16/2013","106.59","107.50","108.00","106.06","282.89K","-1.50%"
"09/13/2013","108.21","108.64","108.74","107.23","207.04K","-0.36%"
"09/12/2013","108.60","107.77","109.16","107.30","249.78K","0.97%"
"09/11/2013","107.56","107.36","108.09","106.53","238.24K","0.16%"
"09/10/2013","107.39","108.92","108.95","106.39","325.31K","-1.94%"
"09/09/2013","109.52","110.28","110.46","108.76","266.92K","-0.91%"
"09/06/2013","110.53","108.52","110.70","108.12","269.87K","1.99%"
"09/05/2013","108.37","107.59","108.54","107.13","184.89K","1.06%"
"09/04/2013","107.23","108.44","108.61","106.77","224.38K","-1.21%"
"09/03/2013","108.54","107.07","108.83","104.21","288.02K","1.68%"
"09/02/2013","106.75","105.91","107.29","105.86","","-0.84%"
"08/30/2013","107.65","108.17","108.75","106.75","239.63K","-1.06%"
"08/29/2013","108.80","109.53","110.07","107.72","250.04K","-1.18%"
"08/28/2013","110.10","109.22","112.24","109.11","336.17K","1.00%"
"08/27/2013","109.01","106.14","109.32","105.88","295.93K","2.92%"
"08/26/2013","105.92","106.91","107.37","105.56","166.00K","-0.47%"
"08/23/2013","106.42","105.22","106.94","104.30","259.55K","1.32%"
"08/22/2013","105.03","103.86","105.25","103.53","204.69K","1.14%"
"08/21/2013","103.85","105.18","105.35","103.50","259.24K","-1.06%"
"08/20/2013","104.96","106.93","107.10","104.50","39.88K","-2.00%"
"08/19/2013","107.10","107.78","107.80","106.56","102.78K","-0.34%"
"08/16/2013","107.46","107.18","108.17","106.56","179.86K","0.12%"
"08/15/2013","107.33","106.98","107.87","106.60","251.87K","0.45%"
"08/14/2013","106.85","106.54","107.06","105.60","270.92K","0.02%"
"08/13/2013","106.83","106.15","107.20","105.56","276.77K","0.68%"
"08/12/2013","106.11","105.84","106.46","105.03","257.14K","0.13%"
"08/09/2013","105.97","103.87","106.24","103.62","303.80K","2.49%"
"08/08/2013","103.40","104.18","104.96","102.22","320.07K","-0.93%"
"08/07/2013","104.37","105.68","105.77","104.10","294.24K","-0.88%"
"08/06/2013","105.30","106.48","107.27","104.86","273.00K","-1.18%"
"08/05/2013","106.56","106.84","107.69","105.70","204.86K","-0.36%"
"08/02/2013","106.94","107.80","108.82","106.45","249.31K","-0.88%"
"08/01/2013","107.89","105.26","108.06","105.10","267.59K","2.72%"
"07/31/2013","105.03","103.15","105.43","102.93","299.13K","1.89%"
"07/30/2013","103.08","104.52","104.54","102.67","235.61K","-1.41%"
"07/29/2013","104.55","104.61","105.37","103.87","206.33K","-0.14%"
"07/26/2013","104.70","105.56","105.63","103.90","208.86K","-0.75%"
"07/25/2013","105.49","105.37","105.87","104.08","270.58K","0.09%"
"07/24/2013","105.39","107.36","107.52","104.79","278.26K","-1.72%"
"07/23/2013","107.23","107.00","107.55","105.46","241.64K","0.30%"
"07/22/2013","106.91","108.34","108.79","106.43","29.38K","-1.06%"
"07/19/2013","108.05","108.12","109.32","107.48","112.37K","0.01%"
"07/18/2013","108.04","106.56","108.43","106.15","155.96K","1.47%"
"07/17/2013","106.48","105.78","106.60","105.11","262.79K","0.45%"
"07/16/2013","106.00","106.44","107.18","105.66","250.92K","-0.30%"
"07/15/2013","106.32","106.05","106.63","104.65","210.81K","0.35%"
"07/12/2013","105.95","104.58","106.33","104.36","234.76K","0.99%"
"07/11/2013","104.91","106.15","107.45","104.31","316.73K","-1.51%"
"07/10/2013","106.52","104.57","106.66","104.21","404.82K","2.89%"
"07/09/2013","103.53","103.00","104.76","102.31","285.67K","0.38%"
"07/08/2013","103.14","103.95","104.12","102.13","253.20K","-0.08%"
"07/05/2013","103.22","101.09","103.68","100.71","256.03K","1.79%"
"07/04/2013","101.40","101.27","101.57","100.71","","0.16%"
"07/03/2013","101.24","99.61","102.18","99.59","353.25K","1.65%"
"07/02/2013","99.60","98.06","99.87","97.78","285.78K","1.64%"
"07/01/2013","97.99","96.58","98.28","96.07","229.19K","1.48%"
"06/28/2013","96.56","96.81","97.82","96.33","247.61K","-0.50%"
"06/27/2013","97.05","95.52","97.41","95.35","269.31K","1.62%"
"06/26/2013","95.50","95.17","95.70","93.68","291.42K","0.19%"
"06/25/2013","95.32","95.02","96.17","94.59","267.54K","0.15%"
"06/24/2013","95.18","93.85","95.59","92.67","315.82K","1.59%"
"06/21/2013","93.69","94.96","95.84","93.12","340.90K","-1.79%"
"06/20/2013","95.40","98.02","98.03","94.89","26.73K","-2.89%"
"06/19/2013","98.24","98.59","99.01","97.57","111.30K","-0.20%"
"06/18/2013","98.44","97.93","98.67","97.41","145.62K","0.69%"
"06/17/2013","97.77","97.85","98.74","97.38","242.79K","-0.08%"
"06/14/2013","97.85","96.64","98.25","96.42","240.91K","1.20%"
"06/13/2013","96.69","95.77","96.92","95.02","224.45K","0.84%"
"06/12/2013","95.88","94.89","96.45","94.46","244.87K","0.52%"
"06/11/2013","95.38","95.76","95.91","94.04","257.47K","-0.41%"
"06/10/2013","95.77","96.09","96.25","95.19","234.60K","-0.27%"
"06/07/2013","96.03","94.72","96.39","93.72","330.83K","1.34%"
"06/06/2013","94.76","93.70","95.32","93.69","267.16K","1.09%"
"06/05/2013","93.74","93.86","94.48","93.41","268.91K","0.46%"
"06/04/2013","93.31","93.35","94.41","92.38","301.14K","-0.15%"
"06/03/2013","93.45","91.73","93.70","91.26","287.47K","1.61%"
"05/31/2013","91.97","93.64","93.85","91.56","267.98K","-1.75%"
"05/30/2013","93.61","92.89","93.99","91.65","294.86K","0.52%"
"05/29/2013","93.13","95.05","95.22","92.83","293.46K","-1.98%"
"05/28/2013","95.01","93.89","95.92","93.23","240.99K","1.25%"
"05/27/2013","93.83","93.54","94.03","93.25","","-0.33%"
"05/24/2013","94.15","94.37","94.39","93.04","203.99K","-0.11%"
"05/23/2013","94.25","94.18","94.46","92.21","323.63K","-0.03%"
"05/22/2013","94.28","95.90","96.19","94.01","336.50K","-1.96%"
"05/21/2013","96.16","96.70","96.97","95.50","259.16K","-0.57%"
"05/20/2013","96.71","95.93","97.11","95.23","118.62K","0.72%"
"05/17/2013","96.02","95.15","96.45","94.79","187.75K","0.90%"
"05/16/2013","95.16","94.34","95.57","93.23","297.86K","0.91%"
"05/15/2013","94.30","94.13","94.44","92.13","360.68K","0.10%"
"05/14/2013","94.21","94.93","95.66","93.85","269.40K","-1.01%"
"05/13/2013","95.17","95.76","95.81","94.47","297.04K","-0.91%"
"05/10/2013","96.04","96.16","96.24","93.37","354.12K","-0.36%"
"05/09/2013","96.39","96.60","96.77","95.35","272.20K","-0.24%"
"05/08/2013","96.62","95.56","96.77","95.24","276.32K","1.05%"
"05/07/2013","95.62","95.79","96.26","94.92","260.14K","-0.56%"
"05/06/2013","96.16","95.58","97.17","94.85","271.00K","0.58%"
"05/03/2013","95.61","93.99","96.04","93.56","297.52K","1.72%"
"05/02/2013","93.99","91.00","94.25","90.65","310.81K","3.25%"
"05/01/2013","91.03","93.08","93.26","90.11","332.38K","-2.60%"
"04/30/2013","93.46","94.42","94.62","92.86","277.50K","-1.10%"
"04/29/2013","94.50","92.70","94.69","92.43","214.61K","1.61%"
"04/26/2013","93.00","93.24","93.58","92.06","240.97K","-0.68%"
"04/25/2013","93.64","91.58","93.87","91.11","270.12K","2.42%"
"04/24/2013","91.43","89.60","91.72","89.21","257.74K","2.52%"
"04/23/2013","89.18","89.28","89.60","87.80","288.80K","0.47%"
"04/22/2013","88.76","87.96","89.13","87.55","35.73K","0.85%"
"04/19/2013","88.01","88.37","88.79","87.56","100.65K","0.32%"
"04/18/2013","87.73","86.39","88.51","85.61","228.20K","1.21%"
"04/17/2013","86.68","88.80","89.09","86.06","294.27K","-2.30%"
"04/16/2013","88.72","87.42","88.96","86.06","287.41K","0.01%"
"04/15/2013","88.71","90.95","90.98","87.20","362.52K","-2.83%"
"04/12/2013","91.29","93.49","93.52","90.27","325.58K","-2.37%"
"04/11/2013","93.51","94.56","94.64","93.06","222.44K","-1.19%"
"04/10/2013","94.64","93.96","94.82","93.40","248.56K","0.47%"
"04/09/2013","94.20","93.49","94.48","92.86","234.72K","0.90%"
"04/08/2013","93.36","93.02","93.75","92.46","212.12K","0.71%"
